"squirrel_id","percent_return","observations","ALR","LRS","LBS","litter_id","litter_size","year","field_bdate","n1_date","tag_date","grid","locx","locy","ln","food","father_id","mother_byear","mother_bcert","maternal_grandma_id","mom_dates","mom_datee","dam_age","julian","mom_longevity.x","litter_fit","ARS","std_ls","std_ARS","mean_growthRate","yrf","std_growth","std_julian","std_litter_fit","average_latency","mast_encounter","mast_encounter1","mom_longevity.y","exp","scaled_lat","scaled_long"
20295,50,2,5,2,11,7776,3,2017,"4/29/17","4/29/17","5/24/17","KL","I.0",5.5,1,0,NA,2014,"Y",12305,"5/6/14","8/15/19",3,119,1927,0,0,0.233938609,0,0.945333333,2017,-1.771243171,-1.362041282,0,306.5,0,"yes",1927,0,-0.018930837,0.765702281
20297,0,1,3,0,10,6212,4,2015,"4/4/15","4/5/15","4/29/15","KL","H.0",6,1,0,NA,2014,"Y",12305,"5/6/14","5/2/19",1,94,1822,0,0,1.246800195,0,1.388888889,2015,-1.085389713,0.929224673,0,420,0,"no",1822,0,0.941763647,0.607464857
20385,50,2,3,0,3,7778,3,2017,"5/13/17","5/17/17","6/11/17","AG","L.0",8,1,1,NA,2014,"Y",13255,"5/12/14","5/20/18",3,133,1469,0,0,0.133174275,0,0.734666667,2017,-2.178419029,1.331713845,0,282.5,0,"no",1469,1,-0.222073283,0.07548571
20387,100,2,3,1,3,7779,2,2017,"4/13/17","4/20/17","5/8/17","AG","K.0",6.5,1,1,NA,2014,"Y",13255,"5/12/14","7/12/18",3,103,1522,1,1,-1.293692961,1.5625,2.088888889,2017,0.85901991,-0.646078994,1.5625,271.5,0,"no",1522,1,-0.315180238,0.155357933
20388,0,1,4,1,6,6174,2,2015,"3/30/15","3/31/15",NA,"JO","Q.5",9,1,1,NA,2014,"Y",11678,"4/29/14","8/15/18",1,89,1569,0,0,-0.937436867,NA,NA,2015,NA,0.587162689,NA,420,0,"no",1569,1,0.941763647,0.226188018
20389,100,3,4,1,6,7780,3,2017,"4/22/17","4/23/17","5/17/17","JO","Q.0",10,1,15,NA,2014,"Y",11678,"4/29/14","4/14/19",3,112,1811,1,1,0.79140906,6.4,1.358333333,2017,0.325105704,-1.507691128,6.4,147,0,"no",1811,0,-1.368981676,0.590887604
20409,100,2,3,2,20,5921,4,2014,"6/16/14","6/16/14",NA,"KL","I.5",16,1,0,12363,2013,"N",NA,"5/13/14","6/23/18",1,167,1502,0,0,0.42217906,0,NA,2014,NA,0.581215574,0,145,1,"yes",1502,0,-1.385910213,0.125217471
20415,50,2,3,1,3,7782,3,2017,"4/29/17","5/2/17","5/20/17","AG","A.5",1.5,1,1,NA,2014,"Y",12554,"4/13/14","7/14/18",3,119,1553,1,1,0.133174275,1.5625,1.222222222,2017,-1.084861262,0.408743853,1.5625,387.5,0,"no",1553,1,0.666674918,0.202075649
20417,66.66666667,2,5,0,11,6173,3,2015,"3/29/15","3/31/15","4/23/15","JO","O.5",1.5,1,1,NA,2014,"Y",10520,"5/6/14","7/9/19",1,88,1890,0,0,0.468718433,NA,1.705797101,2015,-0.073853689,0.468942013,NA,267.5,0,"yes",1890,1,-0.349037312,0.709942427
20439,50,2,3,0,3,8747,3,2018,"4/25/18","4/28/18","5/21/18","JO","D.0",0.5,1,19,NA,2014,"Y",13060,"5/11/14","8/15/18",4,115,1557,0,0,0.432292813,0,1.668115942,2018,0.601416302,-0.574577953,0,225,0,"no",1557,0,-0.708768727,0.208103741
20440,75,3,3,0,5,7785,2,2017,"5/18/17","5/22/17","6/12/17","JO","C.0",1.5,1,0,NA,2014,"Y",13060,"5/11/14","5/15/19",3,138,1830,0,0,-0.698302112,0,1.44047619,2017,0.582366257,0.658801132,0,286,0,"no",1830,0,-0.192448343,0.619521042
20474,100,2,2,0,3,7916,3,2017,"4/30/17","4/30/17","5/24/17","AG","O.0",10,1,1,NA,2014,"Y",19404,"5/18/14","5/24/17",3,120,1102,0,0,0.133174275,0,1.434722222,2017,-0.608236551,0.474670281,0,215.5,0,"no",1102,1,-0.789179278,-0.477591761
20475,50,2,2,0,3,7786,3,2017,"5/15/17","5/17/17","6/7/17","AG","M.5",9.5,1,1,NA,2014,"Y",19404,"5/18/14","7/10/17",3,135,1149,0,0,0.133174275,0,1.674603175,2017,-0.070198012,1.463566701,0,383,0,"no",1149,1,0.628585709,-0.406761676
20488,60,4,5,1,9,7788,2,2017,"5/2/17","5/3/17","5/27/17","JO","J.0",11.5,1,14,NA,2014,"Y",13424,"5/13/14","6/23/19",3,122,1867,1,1,-0.698302112,6.4,0.866666667,2017,-1.2147292,-0.674424874,6.4,247,0,"yes",1867,15,-0.522554818,0.675280896
20529,0,1,3,0,4,7789,1,2017,"4/29/17","4/30/17","5/31/17","JO","R.0",16.5,1,15,NA,2013,"N",NA,"5/22/14","6/7/18",4,119,1477,0,0,-2.188013283,0,1.219354839,2017,-0.11015654,-0.92440475,0,420,0,"no",1477,0,0.941763647,0.087541894
20537,100,2,5,0,9,6589,2,2016,"4/23/16","4/23/16","5/18/16","KL","-6",11,1,0,NA,2014,"Y",20530,"5/20/14","7/2/19",2,114,1869,0,0,-0.477089605,0,1.53,2016,-0.380248469,0.54102453,0,247.5,0,"yes",1869,0,-0.518322683,0.678294942
20566,100,2,2,1,3,8044,3,2017,"4/23/17","4/24/17","5/18/17","AG","H.0",10.5,1,1,NA,2014,"Y",19315,"5/24/14","6/7/17",3,113,1110,1,1,0.133174275,1.5625,1.811111111,2017,0.235981073,0.013185286,1.5625,87.5,0,"no",1110,1,-1.872605656,-0.465535577
20601,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",2271,0,NA,NA
20628,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1473,0,NA,NA
20630,100,2,3,1,6,7791,3,2017,"4/21/17","4/29/17","5/20/17","AG","O.0",9,1,1,NA,2014,"Y",12586,"6/4/14","9/16/18",3,111,1565,1,1,0.133174275,1.5625,1.604761905,2017,-0.226847777,-0.11866757,1.5625,272.5,0,"no",1565,1,-0.306715969,0.220159926
20632,25,2,2,0,6,6595,3,2016,"4/25/16","4/26/16","5/19/16","KL","-1",13,1,0,NA,2014,"Y",19689,"6/5/14","6/15/17",2,116,1106,0,0,1.033694143,0,1.253623188,2016,-1.126957802,0.794838507,0,360,0,"no",1106,0,0.433907532,-0.471563669
20685,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",1889,0,NA,NA
20688,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",1908,0,NA,NA
20732,100,2,2,0,2,7797,2,2017,"5/14/17","5/14/17","6/8/17","KL","K.5",15,1,0,NA,2014,"Y",19846,"6/14/14","7/7/17",3,134,1119,0,0,-1.236532647,0,1.352,2017,-0.468209181,0.246093326,0,156,0,"no",1119,0,-1.292803259,-0.451972369
20734,50,2,2,0,3,7798,3,2017,"5/20/17","5/23/17","6/15/17","KL","L.0",13.5,1,0,NA,2014,"Y",19846,"6/14/14","3/26/18",3,140,1381,0,0,0.233938609,0,1.314492754,2017,-0.588389222,0.88934717,0,417.5,0,"no",1381,0,0.920602975,-0.057132321
20751,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1521,0,NA,NA
20760,75,4,5,8,11,8760,3,2018,"5/7/18","5/22/18","6/9/18","JO","K.5",7.5,1,19,NA,2014,"Y",19411,"6/17/14","10/8/19",4,127,1939,0,0,0.432292813,0,1.555555556,2018,0.297655447,0.344746772,0,310,0,"yes",1939,0,0.010694103,0.783786558
20770,75,4,3,0,6,7801,3,2017,"5/13/17","5/14/17","6/7/17","JO","M.0",3.5,1,15,NA,2014,"Y",11726,"6/15/14","7/8/18",3,133,1484,0,0,0.79140906,0,1.161111111,2017,-0.292568184,0.242168005,0,233,0,"no",1484,0,-0.641054578,0.098091056
20804,100,1,3,0,10,6225,3,2015,"4/4/15","4/8/15","4/29/15","KL","O.5",7.5,1,0,NA,2014,"Y",13112,"6/18/14","4/28/19",1,94,1775,0,0,0.13552176,0,1.684126984,2015,-0.394387898,0.929224673,0,310,0,"no",1775,0,0.010694103,0.536634773
20820,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1512,0,NA,NA
20827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1435,0,NA,NA
20841,0,1,2,0,3,8137,3,2017,"5/10/17","5/16/17","6/4/17","JO","F.0",0,1,15,NA,2014,"Y",13061,"6/5/14","8/15/17",3,130,1167,0,0,0.79140906,0,1.642105263,2017,1.213841817,-0.007811871,0,420,0,"no",1167,0,0.941763647,-0.379635261
20857,0,1,5,5,20,6615,2,2016,"4/26/16","4/26/16","5/21/16","KL","-2",15,1,0,NA,2014,"Y",19865,"6/24/14","6/8/20",2,117,2176,0,0,-0.477089605,0,NA,2016,NA,0.921745496,0,420,0,"yes",2176,0,0.941763647,1.140951028
20863,50,3,2,2,6,7000,3,2016,"3/23/16",NA,"4/17/16","AG","H.0",2.5,1,1,NA,2014,"Y",NA,"6/30/14","7/3/19",2,83,1829,0,0,0.24754964,0,NA,2016,NA,-0.750207309,0,327.5,0,"no",1829,1,0.158818803,0.618014019
20865,100,2,3,0,5,7809,2,2017,"5/9/17","5/23/17","6/5/17","KL","G.0",4.5,1,0,NA,2014,"Y",19655,"6/10/14","9/22/18",3,129,1565,0,0,-1.236532647,0,1.623076923,2017,0.400370601,-0.289951543,0,187.5,0,"no",1565,0,-1.026178798,0.220159926
20867,0,1,2,0,3,7810,3,2017,"5/23/17","5/25/17",NA,"KL","-6.5",10.5,1,0,NA,2014,"Y",13412,"6/28/14","6/3/17",3,143,1071,0,0,0.233938609,0,NA,2017,NA,1.210974092,0,420,0,"no",1071,0,0.941763647,-0.524309477
20873,100,1,2,0,5,6171,2,2015,"3/30/15","3/31/15","4/23/15","KL","H.5",4,1,0,NA,2014,"Y",19702,"6/25/14","6/20/17",1,89,1091,0,0,-0.975756674,0,2.465217391,2015,1.433746406,0.534833249,0,96,0,"no",1091,0,-1.800659373,-0.494169015
20920,50,3,3,0,9,6623,3,2016,"4/29/16","4/30/16","5/23/16","KL","-0.5",12,1,0,NA,2014,"Y",12827,"7/2/14","8/15/18",2,120,1505,0,0,1.033694143,0,1.680434783,2016,0.026193212,1.302466461,0,273,0,"no",1505,0,-0.302483835,0.129738541
20944,0,1,2,1,4,8129,4,2017,"5/14/17","5/16/17","6/12/17","SU","J.5",2.5,1,0,NA,2014,"Y",19611,"6/23/14","8/15/17",3,134,1149,1,1,1.848046368,2.454545455,1.373148148,2017,-0.45468846,0.241977727,2.454545455,420,0,"no",1149,0,0.941763647,-0.406761676
20948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",2281,0,NA,NA
20967,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1436,1,NA,NA
20977,50,2,2,0,4,7815,4,2017,"5/10/17","5/16/17","6/5/17","AG","0.5",18.5,1,1,NA,2014,"Y",NA,"7/9/14","5/23/18",3,130,1414,0,0,1.560041512,0,1.2975,2017,-0.916017737,1.133934561,0,412,0,"no",1414,1,0.874049498,-0.00740056
20995,50,2,2,0,4,7816,4,2017,"5/8/17","5/8/17","6/5/17","KL","J.0",11,1,0,NA,2014,"Y",12625,"7/7/14","9/30/17",3,128,1181,0,0,1.704409865,0,1.330357143,2017,-0.537556833,-0.397160517,0,242,0,"no",1181,0,-0.564876161,-0.358536938
21003,100,1,2,0,2,8144,2,2017,"5/21/17","5/24/17",NA,"SU","C.5",5.5,1,0,NA,2014,"Y",11576,"7/9/14","5/23/17",3,141,1049,0,0,-0.849102385,0,NA,2017,NA,0.835923057,0,143,0,"no",1049,0,-1.40283875,-0.557463985
21022,50,2,5,1,14,7818,3,2017,"5/19/17","5/22/17","6/13/17","KL","F.0",8,1,0,NA,2014,"Y",19257,"7/14/14","10/1/19",3,139,1905,0,0,0.233938609,0,0.565151515,2017,-2.989414888,0.782138196,0,247.5,0,"yes",1905,0,-0.518322683,0.732547773
21029,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",2222,0,NA,NA
21058,0,1,2,0,3,7927,3,2017,"5/13/17","5/14/17","6/7/17","SU","G.0",4,1,0,NA,2014,"Y",13130,"7/13/14","6/3/17",3,133,1056,0,0,0.499471991,0,1.31875,2017,-0.662405769,0.157128394,0,420,0,"no",1056,0,0.941763647,-0.546914823
21075,66.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1472,0,NA,NA
21100,0,1,1,0,5,6154,3,2015,"3/28/15","3/29/15","4/23/15","SU","-2",16,1,0,NA,2014,"Y",NA,"7/22/14","9/17/16",1,87,788,0,0,0.059172634,0,1.558,2015,-1.184534766,0.423719989,0,420,0,"no",788,0,0.941763647,-0.950797009
21128,100,1,2,1,2,7929,2,2017,"5/13/17","5/23/17","6/15/17","AG","I.5",21.5,1,1,NA,2014,"Y",12535,"7/1/14","7/12/17",3,133,1107,1,1,-1.293692961,1.5625,2.07173913,2017,0.820554034,1.331713845,1.5625,300,0,"no",1107,1,-0.073948583,-0.470056646
21137,0,1,2,0,4,7930,4,2017,"4/29/17","4/30/17","5/24/17","KL","-2.5",4,1,0,NA,2014,"Y",NA,"7/28/14","5/29/17",3,119,1036,0,0,1.704409865,0,1.605555556,2017,0.344228952,-1.362041282,0,420,0,"no",1036,0,0.941763647,-0.577055285
21153,33.33333333,2,3,0,8,7821,3,2017,"4/11/17","4/11/17",NA,"AG","G.5",8.5,1,1,NA,2014,"Y",NA,"7/29/14","7/19/18",3,101,1451,0,0,0.133174275,0,NA,2017,NA,-0.77793185,0,406.6666667,0,"no",1451,1,0.828906732,0.048359294
21155,33.33333333,2,4,1,11,6644,2,2016,"4/3/16",NA,"4/30/16","KL","C.5",0.5,1,0,NA,2014,"Y",12012,"7/30/14","6/25/19",2,94,1791,0,0,-0.477089605,0,NA,2016,NA,-1.99711524,0,315.3333333,0,"yes",1791,0,0.055836869,0.560747142
21169,33.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1519,0,NA,NA
21199,50,2,2,0,2,8047,2,2017,"5/14/17","5/18/17","6/15/17","KL","K.5",20,1,0,NA,2014,"Y",NA,"8/4/14","6/12/17",3,134,1043,0,0,-1.236532647,0,1.539285714,2017,0.131888323,0.246093326,0,401,0,"no",1043,0,0.780942544,-0.566506123
21215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"yes",2111,0,NA,NA
21227,100,2,2,1,3,7825,3,2017,"5/2/17","5/4/17","5/27/17","KL","K.5",15.5,1,0,NA,2014,"Y",NA,"8/7/14","6/30/17",3,122,1058,1,1,0.233938609,2.444444444,1.630434783,2017,0.423946522,-1.04041436,2.444444444,107,0,"no",1058,0,-1.707552419,-0.543900777
21246,66.66666667,2,3,3,8,6650,2,2016,"4/16/16","4/17/16","5/16/16","AG","L.5",22,1,1,NA,2014,"Y",NA,"8/12/14","7/10/19",2,107,1793,1,1,-1.320264749,2.3125,1.867241379,2016,0.393437222,1.14236113,2.3125,221.5,0,"no",1793,1,-0.738393667,0.563761188
21263,0,1,1,0,2,6652,2,2016,"4/17/16","4/26/16","5/11/16","JO","I.0",20,1,1,NA,2013,"N",NA,"8/13/14","6/9/16",3,108,666,0,0,-1.073224857,0,1.78,2016,1.403349562,0.273773821,0,420,0,"no",666,0,0.941763647,-1.134653825
21273,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1459,0,NA,NA
21294,50,2,1,1,2,6655,2,2016,"4/24/16","4/26/16","5/21/16","KL","A.0",15.5,1,0,NA,2014,"Y",NA,"8/28/14","6/2/19",2,115,1739,1,1,-0.477089605,5.428571429,2.012,2016,0.922009474,0.667931519,5.428571429,259.5,0,"no",1739,0,-0.416751461,0.482381942
21342,50,2,5,1,13,7828,3,2017,"5/13/17","5/15/17","6/7/17","KL","-1.5",8.5,1,0,NA,2014,"Y",NA,"9/29/14","7/7/20",3,133,2108,1,1,0.233938609,2.444444444,1.645652174,2017,0.472705813,0.138884353,2.444444444,303.5,0,"yes",2108,0,-0.044323643,1.038473459
21350,0,1,4,1,15,6658,1,2016,"4/22/16","4/27/16","5/18/16","KL","F.0",6.5,1,0,NA,2014,"N",NA,"1/28/15","9/13/19",2,113,1688,0,0,-1.987873352,0,1.99047619,2016,0.863856876,0.414117541,0,420,0,"yes",1688,0,0.941763647,0.405523765
21354,100,1,4,0,14,7831,4,2017,"4/4/17","4/4/17",NA,"AG","R.5",16,1,1,NA,2014,"N",NA,"3/2/15","8/19/19",3,94,1630,0,0,1.560041512,0,NA,2017,NA,-1.239416846,0,250,0,"yes",1630,1,-0.497162012,0.318116426
21359,0,1,1,0,5,6110,2,2015,"3/7/15","3/22/15",NA,"KL","E.0",13,1,0,NA,2014,"N",NA,"3/3/15","9/28/16",1,66,574,0,0,-0.975756674,0,NA,2015,NA,-1.279367304,0,420,0,"no",574,0,0.941763647,-1.273299948
21364,100,1,2,0,2,8107,2,2017,"5/6/17","5/6/17",NA,"SU","D.5",17.5,1,0,NA,2014,"N",NA,"3/4/15","5/15/17",3,126,802,0,0,-0.849102385,0,NA,2017,NA,-0.436816936,0,65,0,"no",802,0,-2.063051699,-0.929698686
21366,50,2,2,1,2,7933,2,2017,"5/20/17","5/21/17","6/21/17","KL","-2",7,1,0,NA,2014,"N",NA,"3/3/15","9/30/17",3,140,941,1,1,-1.236532647,2.444444444,1.912903226,2017,1.329026807,0.88934717,2.444444444,350,0,"no",941,0,0.349264846,-0.720222477
21382,50,2,3,0,9,6141,4,2015,"3/25/15","3/28/15","4/19/15","KL","-3",12,1,0,NA,2014,"N",NA,"3/8/15","6/30/18",1,84,1209,0,0,1.246800195,0,1.982954545,2015,0.305015027,0.140441824,0,240,0,"no",1209,0,-0.581804698,-0.316340291
21396,25,2,2,0,6,6665,3,2016,"4/30/16","4/30/16","5/25/16","KL","C.0",8.5,1,0,NA,2014,"N",NA,"3/10/15","6/8/17",2,121,821,0,0,1.033694143,0,1.317333333,2016,-0.954827009,1.42937345,0,376.5,0,"no",821,0,0.573567963,-0.901065247
21414,0,1,1,0,5,6226,2,2015,"4/2/15","4/8/15",NA,"JO","0",1,1,1,NA,2014,"N",NA,"3/14/15","4/2/16",1,92,385,0,0,-0.937436867,NA,NA,2015,NA,0.941824715,NA,420,0,"no",385,1,0.941763647,-1.558127311
21465,33.33333333,3,4,1,13,7038,3,2016,"4/7/16","4/9/16","5/1/16","JO","Q.0",4,1,15,NA,2014,"N",NA,"3/18/15","8/31/19",2,98,1627,0,0,0.378785244,0,1.451515152,2016,-0.036283635,-0.554752216,0,376.1666667,0,"yes",1627,15,0.57074654,0.313595357
21488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1523,0,NA,NA
21492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1180,0,NA,NA
21578,50,2,4,1,6,8138,2,2017,"5/14/17","5/16/17","6/12/17","KL","C.0",2.5,1,0,NA,2015,"Y",11256,"3/24/15","10/1/19",2,134,1652,0,0,-1.236532647,0,1.753703704,2017,0.818922573,0.246093326,0,362.5,0,"yes",1652,0,0.455068203,0.351270934
21583,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1203,1,NA,NA
21683,50,2,1,1,5,6186,2,2015,"3/25/15","4/1/15",NA,"JO","T.0",13,1,1,NA,2014,"N",NA,"3/30/15","7/5/16",1,84,463,0,0,-0.937436867,NA,NA,2015,NA,-0.003940689,NA,390,0,"no",463,1,0.687835589,-1.44057951
21783,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1656,1,NA,NA
21867,33.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1150,0,NA,NA
21895,66.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1191,0,NA,NA
21904,100,2,3,1,5,7841,3,2017,"5/6/17","5/6/17","5/31/17","AG","U.0",-1,1,1,NA,2014,"N",NA,"4/20/15","9/17/18",3,126,1246,1,1,0.133174275,1.5625,1.717333333,2017,0.025643162,0.870228849,1.5625,77,0,"no",1246,1,-1.961480476,-0.260580437
21907,50,2,3,1,6,7938,3,2017,"5/13/17","5/16/17","6/7/17","SU","-2.5",20,1,0,NA,2014,"N",NA,"4/27/15","6/23/18",3,133,1153,1,1,0.499471991,2.454545455,1.336363636,2017,-0.595148753,0.157128394,2.454545455,329,0,"no",1153,0,0.171515206,-0.400733584
21908,100,1,2,0,3,8052,3,2017,"5/9/17","5/11/17",NA,"SU","T.0",3,1,0,NA,2014,"N",NA,"4/30/15","5/17/17",3,129,748,0,0,0.499471991,0,NA,2017,NA,-0.182268937,0,347,0,"no",748,0,0.32387204,-1.011077932
21910,50,3,2,0,5,6684,2,2016,"4/16/16","4/17/16","5/12/16","KL","C.0",17.5,1,0,NA,2014,"N",NA,"4/28/15","6/14/17",2,107,778,0,0,-0.477089605,0,1.794,2016,0.333021441,-0.34732439,0,297.25,0,"no",778,0,-0.097225322,-0.96586724
21921,0,1,2,0,5,7844,3,2017,"4/30/17","5/25/17",NA,"SU","T.0",11,1,0,NA,2014,"N",NA,"5/9/15","6/29/18",3,120,1147,0,0,0.499471991,0,NA,2017,NA,-0.945912932,0,420,0,"no",1147,0,0.941763647,-0.409775723
21924,0,1,2,1,5,8123,3,2017,"5/3/17","5/7/17","5/28/17","AG","K.0",23,1,1,NA,2014,"N",NA,"5/11/15","6/11/18",3,123,1127,1,1,0.133174275,1.5625,1.804761905,2017,0.221740186,0.672449565,1.5625,420,0,"no",1127,1,0.941763647,-0.439916184
21934,0,1,1,0,2,7939,2,2017,"5/3/17","5/4/17",NA,"BT","B.5",4,1,14,NA,2014,"N",NA,"5/11/15","5/15/19",3,123,1465,0,0,-0.846452117,0,NA,2017,NA,-1.195956143,0,420,0,"no",1465,0,0.941763647,0.069457617
21935,0,1,0,0,3,6686,3,2016,"4/25/16","5/4/16","5/21/16","BT","D.0",3.5,1,0,NA,2014,"N",NA,"5/11/15","8/15/16",2,116,462,0,0,0.61177529,0,1.996078431,2016,1.072832422,1.280389077,0,420,0,"no",462,0,0.941763647,-1.442086533
21941,0,1,2,0,1,7940,1,2017,"5/21/17","5/30/17","6/14/17","BT","A.0",2.5,1,0,NA,2014,"N",NA,"5/16/15","5/16/18",3,141,1096,0,0,-1.95335104,0,2.033333333,2017,1.54731488,0.792970921,0,420,0,"no",1096,0,0.941763647,-0.4866339
21943,0,1,0,0,3,7004,3,2016,"4/22/16","5/2/16","5/21/16","BT","B.0",3.5,1,0,NA,2014,"N",NA,"5/16/15","6/2/16",2,113,383,0,0,0.61177529,0,1.605263158,2016,-0.518176667,0.900493417,0,420,0,"no",383,0,0.941763647,-1.561141357
21944,0,1,4,3,4,9120,4,2019,"6/21/19","6/26/19","7/18/19","BT","C.0",2.5,1,18,NA,2014,"N",NA,"5/16/15","10/1/19",5,172,1599,3,3,1.224744871,1.8,1.483333333,2019,-0.707106781,0.277350098,1.8,420,1,"yes",1599,0,0.941763647,0.27139871
21948,0,1,1,0,5,7029,1,2016,"4/3/16","4/3/16","4/28/16","BT","N.0",4.5,1,16,NA,2014,"N",NA,"5/16/15","4/29/17",2,94,714,0,0,-2.141213516,0,NA,2016,NA,-1.505512431,0,420,0,"no",714,16,0.941763647,-1.062316717
21950,50,2,0,0,2,6690,2,2016,"4/17/16","5/2/16","5/15/16","BT","O.5",3,1,0,NA,2014,"N",NA,"5/16/15","8/15/16",2,108,457,0,0,-0.764719113,0,1.692307692,2016,-0.163818343,0.267333983,0,283.5,0,"no",457,0,-0.213609015,-1.449621649
21952,50,3,1,1,5,6692,3,2016,"4/7/16","4/9/16","5/2/16","BT","J.5",1,1,15,NA,2014,"N",NA,"5/19/15","7/15/17",2,98,788,1,1,0.61177529,9,1.795652174,2016,0.256897071,-0.998984884,9,346.5,0,"no",788,15,0.319639906,-0.950797009
21953,0,1,1,0,3,8136,3,2017,"5/10/17","5/15/17","6/8/17","BT","B.0",1.5,1,15,NA,2014,"N",NA,"5/19/15","6/5/19",3,130,1478,0,0,0.260446805,0,1.293055556,2017,-0.831698064,-0.422484507,0,420,0,"no",1478,0,0.941763647,0.089048917
21967,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1184,NA,NA,NA
21969,0,1,1,1,2,7846,2,2017,"5/14/17","5/18/17","6/14/17","BT","L.0",3,1,0,NA,2014,"N",NA,"5/19/15","8/15/18",3,134,1184,1,1,-0.846452117,3.4,1.809259259,2017,0.827213401,0.019499285,3.4,420,0,"no",1184,0,0.941763647,-0.354015869
