"","squirrel_id","grid_year","nest","n_pups","scaled_mom_age","scaled_mom_age_squared","scaled_density","year","predator","scaled_julian_date","ARS","return_lat","scaled_lat"
"83",20231,"AG_2017","1",4,-0.046116504854369,0.00212673201998304,1.074937158,"nonmast","low predator",-0.305419639,0,140,-1.317576202
"84",20163,"AG_2017","1",3,-0.046116504854369,0.00212673201998304,-1.125000137,"nonmast","low predator",-0.619880949,0,108,-1.552201728
"85",13023,"AG_2017","1",4,1.95388349514563,3.81766071260251,-1.125000137,"nonmast","low predator",-0.965788389,3,240,-0.58437143
"86",19321,"AG_2017","2",3,0.953883495145631,0.909893722311245,-1.125000137,"nonmast","low predator",-1.531818747,0,360,0.295474295
"87",21354,"AG_2017","1",4,-0.046116504854369,0.00212673201998304,-1.125000137,"nonmast","low predator",-1.185911306,0,250,-0.511050953
"88",22087,"AG_2017","2",3,-2.04611650485437,4.18659275143746,0.298488701,"nonmast","low predator",-0.462650294,0,139,-1.324908249
"89",22087,"AG_2017","1",3,-2.04611650485437,4.18659275143746,-1.125000137,"nonmast","low predator",-0.462650294,0,139,-1.324908249
"90",20005,"AG_2017","2",4,-0.046116504854369,0.00212673201998304,0.945529082,"nonmast","low predator",-0.273973508,0,162,-1.156271152
"91",20005,"AG_2017","1",4,-0.046116504854369,0.00212673201998304,0.945529082,"nonmast","low predator",-0.273973508,0,394,0.544763917
"92",22002,"AG_2017","2",3,-0.046116504854369,0.00212673201998304,-0.089735527,"nonmast","low predator",-0.777111604,0,282,-0.276425426
"93",21783,"AG_2017","2",3,-1.04611650485437,1.09435974172872,-1.125000137,"nonmast","low predator",-1.248803568,0,175,-1.060954532
"94",21783,"AG_2017","1",3,-1.04611650485437,1.09435974172872,-1.125000137,"nonmast","low predator",-1.248803568,0,184,-0.994966102
"95",22007,"AG_2017","2",4,-0.046116504854369,0.00212673201998304,0.298488701,"nonmast","low predator",-0.242527377,0,230,-0.657691907
"96",22007,"AG_2017","1",4,-0.046116504854369,0.00212673201998304,0.298488701,"nonmast","low predator",-0.242527377,0,235,-0.621031669
"97",13257,"AG_2017","2",4,1.95388349514563,3.81766071260251,-1.125000137,"nonmast","low predator",-1.751941663,1,325,0.038852625
"98",21904,"AG_2017","2",3,-0.046116504854369,0.00212673201998304,-0.089735527,"nonmast","low predator",-0.179635115,1,71,-1.823487494
"99",21904,"AG_2017","1",3,-0.046116504854369,0.00212673201998304,-0.089735527,"nonmast","low predator",-0.179635115,1,83,-1.735502921
"100",21583,"AG_2017","1",3,-0.046116504854369,0.00212673201998304,-1.125000137,"nonmast","low predator",-0.934342258,1,300,-0.144448568
"101",22388,"AG_2017","2",4,-1.04611650485437,1.09435974172872,0.039672549,"nonmast","low predator",-1.060126782,1,11,-2.263410356
"102",19989,"AG_2017","2",3,-0.046116504854369,0.00212673201998304,-1.125000137,"nonmast","low predator",-0.085296722,2,130,-1.390896679
"103",22166,"BT_2016","2",3,-2.04611650485437,4.18659275143746,0.936099856,"nonmast","low predator",-1.060126782,0,83,-1.735502921
"104",21952,"BT_2016","2",3,-0.046116504854369,0.00212673201998304,0.814753578,"nonmast","low predator",-1.060126782,1,268,-0.379074094
"105",21950,"BT_2016","1",2,-1.04611650485437,1.09435974172872,0.329368468,"nonmast","low predator",-0.745665473,0,147,-1.266251868
"106",22175,"BT_2017","2",3,-1.04611650485437,1.09435974172872,-0.779512256,"nonmast","low predator",-0.022404461,0,272,-0.349745904
"107",22136,"BT_2017","1",3,-2.04611650485437,4.18659275143746,1.311634395,"nonmast","low predator",-0.116742853,1,270,-0.364409999
"108",22031,"BT_2017","1",1,-1.04611650485437,1.09435974172872,-0.779512256,"nonmast","low predator",0.229164587,1,408,0.647412585
"109",22458,"BT_2017","2",4,-1.04611650485437,1.09435974172872,-0.779512256,"nonmast","low predator",-0.022404461,0,37,-2.072777116
"110",22458,"BT_2017","1",4,-1.04611650485437,1.09435974172872,2.058472485,"nonmast","low predator",-0.022404461,0,84,-1.728170873
"111",21952,"BT_2017","1",2,-1.04611650485437,1.09435974172872,1.162266777,"nonmast","low predator",0.166272325,0,278,-0.305753617
"112",22230,"BT_2017","1",3,-1.04611650485437,1.09435974172872,1.012899159,"nonmast","low predator",0.103380063,0,330,0.075512864
"113",22167,"BT_2017","1",3,-2.04611650485437,4.18659275143746,1.012899159,"nonmast","low predator",0.166272325,1,257,-0.459726619
"114",21970,"BT_2017","1",3,-0.046116504854369,0.00212673201998304,0.564796306,"nonmast","low predator",0.197718456,0,224,-0.701684194
"115",22189,"BT_2018","1",2,-1.04611650485437,1.09435974172872,0.852842913,"nonmast","low predator",NA,NA,90,-1.684178587
"116",22457,"BT_2018","2",2,-0.046116504854369,0.00212673201998304,1.201733196,"nonmast","low predator",-0.211081246,0,395,0.552095965
"117",21970,"BT_2018","1",3,-0.046116504854369,0.00212673201998304,0.155062348,"nonmast","low predator",0.292056849,0,402,0.603420299
"118",24831,"BT_2020","1",3,-2.04611650485437,4.18659275143746,0.510753919,"nonmast","low predator",-1.31169583,2,180,-1.024294293
"119",25033,"BT_2021","1",3,-1.04611650485437,1.09435974172872,-0.502518908,"nonmast","low predator",-0.148188984,0,300,-0.144448568
"120",25024,"BT_2021","1",3,-2.04611650485437,4.18659275143746,1.909571849,"nonmast","low predator",NA,NA,420,0.735397158
"121",22028,"BT_2022","1",3,-1.04611650485437,1.09435974172872,-0.48656184,"mast","low predator",0.889533337,0,60,-1.904140018
"122",24831,"BT_2022","2",4,-0.046116504854369,0.00212673201998304,1.45968552,"mast","high predator",3.027870243,3,NA,NA
"123",24831,"BT_2022","1",4,-0.046116504854369,0.00212673201998304,-0.48656184,"mast","high predator",3.027870243,3,360,0.295474295
"124",25101,"BT_2022","2",3,-1.04611650485437,1.09435974172872,-0.48656184,"mast","low predator",NA,NA,420,0.735397158
"125",25047,"BT_2022","2",7,-1.04611650485437,1.09435974172872,3.016683409,"mast","high predator",2.776301195,5,300,-0.144448568
"126",25400,"BT_2022","1",4,-1.04611650485437,1.09435974172872,-0.48656184,"mast","high predator",NA,NA,60,-1.904140018
"127",25400,"BT_2022","2",4,-1.04611650485437,1.09435974172872,0.681186576,"mast","high predator",NA,NA,300,-0.144448568
"128",13229,"JO_2016","1",3,0.953883495145631,0.909893722311245,-0.694126195,"nonmast","low predator",-0.494096425,1,89,-1.691510635
"129",19553,"JO_2016","2",3,0.953883495145631,0.909893722311245,-0.694126195,"nonmast","low predator",-1.217357437,1,144,-1.288248011
"130",19432,"JO_2016","2",3,-0.046116504854369,0.00212673201998304,2.067038779,"nonmast","low predator",-0.777111604,0,169,-1.104946818
"131",19432,"JO_2016","1",3,-0.046116504854369,0.00212673201998304,-0.694126195,"nonmast","low predator",-0.777111604,0,120,-1.464217156
"132",19666,"JO_2016","2",3,-0.046116504854369,0.00212673201998304,1.031601914,"nonmast","low predator",-0.99723452,0,398,0.574092108
"133",19425,"JO_2016","1",3,-0.046116504854369,0.00212673201998304,-0.694126195,"nonmast","low predator",-0.840003865,1,240,-0.58437143
"134",11720,"JO_2016","1",4,2.95388349514563,8.72542770289377,-0.694126195,"nonmast","low predator",-1.091572913,0,NA,NA
"135",11726,"JO_2016","1",1,2.95388349514563,8.72542770289377,-0.694126195,"nonmast","low predator",-1.154465175,0,NA,NA
"136",19589,"JO_2016","1",3,-0.046116504854369,0.00212673201998304,-0.694126195,"nonmast","low predator",-0.840003865,0,240,-0.58437143
"137",13208,"JO_2016","2",3,0.953883495145631,0.909893722311245,0.22626213,"nonmast","low predator",-1.154465175,0,180,-1.024294293
"138",13208,"JO_2016","1",3,0.953883495145631,0.909893722311245,-0.694126195,"nonmast","low predator",-1.154465175,0,180,-1.024294293
"139",21683,"JO_2016","1",3,-1.04611650485437,1.09435974172872,-0.694126195,"nonmast","low predator",-0.934342258,1,360,0.295474295
"140",13228,"JO_2017","1",2,0.953883495145631,0.909893722311245,-1.027393876,"nonmast","low predator",-0.494096425,0,106,-1.566865824
"141",20440,"JO_2017","1",2,-0.046116504854369,0.00212673201998304,0.34103471,"nonmast","low predator",0.197718456,0,118,-1.478881251
"142",19553,"JO_2017","1",2,-0.046116504854369,0.00212673201998304,0.714242506,"nonmast","low predator",-0.022404461,0,177,-1.046290436
"143",19509,"JO_2017","1",2,0.953883495145631,0.909893722311245,-1.027393876,"nonmast","low predator",-0.525542556,0,90,-1.684178587
"144",19587,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,0.838645105,"nonmast","low predator",-0.273973508,0,148,-1.25891982
"145",20601,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,1.460658099,"nonmast","low predator",0.00904167,0,349,0.21482177
"146",20488,"JO_2017","1",2,-0.046116504854369,0.00212673201998304,1.211852901,"nonmast","low predator",-0.305419639,1,114,-1.508209442
"147",20265,"JO_2017","2",3,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",-0.179635115,0,129,-1.398228726
"148",20265,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,1.336255501,"nonmast","low predator",-0.179635115,0,145,-1.280915963
"149",20148,"JO_2017","2",3,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",-0.053850591,0,128,-1.405560774
"150",20148,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,0.589839908,"nonmast","low predator",-0.053850591,0,57,-1.926136162
