"","squirrel_id","grid_year","nest","n_pups","scaled_mom_age","scaled_mom_age_squared","scaled_density","year","predator","scaled_julian_date","ARS","m_return","m_return_numeric"
"205",22593,"BT_2017","2",3,-2.01101321585903,4.04417415435968,-0.779512256,"nonmast","low predator",-0.109578848,0,"n",0
"206",22593,"BT_2017","1",4,-2.01101321585903,4.04417415435968,1.162266777,"nonmast","low predator",-0.109578848,0,"n",0
"207",22031,"BT_2017","2",1,-1.01101321585903,1.02214772264162,-0.779512256,"nonmast","low predator",0.239354,1,"n",0
"208",21952,"BT_2017","2",2,-0.0110132158590308,0.000121290923557608,-0.779512256,"nonmast","low predator",0.175911664,0,"n",0
"209",21970,"BT_2017","2",3,0.988986784140969,0.978094859205496,-0.779512256,"nonmast","low predator",0.207632832,0,"n",0
"210",22167,"BT_2017","2",3,-1.01101321585903,1.02214772264162,-0.779512256,"nonmast","low predator",0.175911664,1,"n",0
"211",21974,"BT_2017","2",3,-0.0110132158590308,0.000121290923557608,-0.779512256,"nonmast","low predator",0.239354,1,"n",0
"212",21974,"BT_2017","1",3,-0.0110132158590308,0.000121290923557608,-0.331409402,"nonmast","low predator",0.239354,1,"n",0
"213",22175,"BT_2017","1",3,-1.01101321585903,1.02214772264162,-0.182041785,"nonmast","low predator",-0.014415344,0,"n",0
"214",22136,"BT_2017","1",3,-2.01101321585903,4.04417415435968,1.311634395,"nonmast","low predator",-0.109578848,1,"y",1
"215",22458,"BT_2017","2",4,-1.01101321585903,1.02214772264162,-0.779512256,"nonmast","low predator",-0.014415344,0,"y",1
"216",22458,"BT_2017","1",4,-1.01101321585903,1.02214772264162,2.058472485,"nonmast","low predator",-0.014415344,0,"y",1
"217",22230,"BT_2017","1",3,-1.01101321585903,1.02214772264162,1.012899159,"nonmast","low predator",0.112469328,0,"y",1
"218",22031,"BT_2017","1",1,-1.01101321585903,1.02214772264162,-0.779512256,"nonmast","low predator",0.239354,1,"y",1
"219",21952,"BT_2017","1",2,-1.01101321585903,1.02214772264162,1.162266777,"nonmast","low predator",0.175911664,0,"y",1
"220",21970,"BT_2017","1",3,-0.0110132158590308,0.000121290923557608,0.564796306,"nonmast","low predator",0.207632832,0,"y",1
"221",22167,"BT_2017","1",3,-2.01101321585903,4.04417415435968,1.012899159,"nonmast","low predator",0.175911664,1,"y",1
"222",22175,"BT_2017","2",3,-1.01101321585903,1.02214772264162,-0.779512256,"nonmast","low predator",-0.014415344,0,"y",1
"223",22457,"BT_2018","1",2,-0.0110132158590308,0.000121290923557608,1.201733196,"nonmast","low predator",-0.204742351,0,"n",0
"224",21970,"BT_2018","2",3,0.988986784140969,0.978094859205496,-1.240498783,"nonmast","low predator",0.302796335,0,"n",0
"225",21967,"BT_2018","2",4,0.988986784140969,0.978094859205496,-1.240498783,"nonmast","low predator",NA,NA,"n",0
"226",21967,"BT_2018","1",4,0.988986784140969,0.978094859205496,0.503952631,"nonmast","low predator",NA,NA,"n",0
"227",23356,"BT_2018","2",3,NA,NA,-0.717163359,"nonmast","low predator",-0.173021183,NA,"n",0
"228",23356,"BT_2018","1",3,NA,NA,-0.717163359,"nonmast","low predator",-0.173021183,NA,"n",0
"229",22457,"BT_2018","2",2,-0.0110132158590308,0.000121290923557608,1.201733196,"nonmast","low predator",-0.204742351,0,"y",1
"230",22189,"BT_2018","1",2,-1.01101321585903,1.02214772264162,0.852842913,"nonmast","low predator",NA,NA,"y",1
"231",21970,"BT_2018","1",3,-0.0110132158590308,0.000121290923557608,0.155062348,"nonmast","low predator",0.302796335,0,"y",1
"232",21944,"BT_2019","1",4,1.98898678414097,3.95606842748743,NA,"mast","low predator",1.286152541,3,"n",0
"233",22101,"BT_2019","1",3,0.988986784140969,0.978094859205496,NA,"mast","low predator",1.349594877,2,"n",0
"234",22167,"BT_2019","1",3,0.988986784140969,0.978094859205496,NA,"mast","low predator",1.127546701,0,"n",0
"235",24265,"BT_2020","1",3,-2.01101321585903,4.04417415435968,-0.25537696,"nonmast","low predator",-0.268184687,0,"n",0
"236",25024,"BT_2020","1",1,-1.01101321585903,1.02214772264162,1.021507837,"nonmast","low predator",NA,NA,"n",0
"237",24704,"BT_2020","1",3,-2.01101321585903,4.04417415435968,-1.276884796,"nonmast","low predator",-0.521954031,1,"n",0
"238",24831,"BT_2020","1",3,-2.01101321585903,4.04417415435968,0.510753919,"nonmast","low predator",-1.314983229,2,"y",1
"239",22028,"BT_2021","2",2,-1.01101321585903,1.02214772264162,-0.502518908,"nonmast","low predator",1.127546701,0,"n",0
"240",22028,"BT_2021","1",2,-0.0110132158590308,0.000121290923557608,-0.502518908,"nonmast","high predator",1.127546701,0,"n",0
"241",24831,"BT_2021","1",3,-0.0110132158590308,0.000121290923557608,-0.502518908,"nonmast","high predator",0.715171518,0,"n",0
"242",25024,"BT_2021","2",3,-1.01101321585903,1.02214772264162,-0.502518908,"nonmast","low predator",NA,NA,"n",0
"243",25102,"BT_2021","2",3,-1.01101321585903,1.02214772264162,-0.502518908,"nonmast","low predator",NA,NA,"n",0
"244",25102,"BT_2021","1",3,-1.01101321585903,1.02214772264162,1.608060505,"nonmast","low predator",NA,NA,"n",0
"245",25101,"BT_2021","1",3,-0.0110132158590308,0.000121290923557608,-0.502518908,"nonmast","high predator",NA,NA,"n",0
"246",25024,"BT_2021","1",3,-2.01101321585903,4.04417415435968,1.909571849,"nonmast","low predator",NA,NA,"y",1
"247",25033,"BT_2021","1",3,-1.01101321585903,1.02214772264162,-0.502518908,"nonmast","low predator",-0.141300016,0,"y",1
"248",25033,"BT_2022","2",5,-0.0110132158590308,0.000121290923557608,0.681186576,"mast","high predator",NA,NA,"n",0
"249",25033,"BT_2022","1",4,-0.0110132158590308,0.000121290923557608,-0.48656184,"mast","high predator",0.715171518,NA,"n",0
"250",22028,"BT_2022","1",3,-1.01101321585903,1.02214772264162,-0.48656184,"mast","low predator",0.905498526,0,"y",1
"251",24831,"BT_2022","1",5,-1.01101321585903,1.02214772264162,-0.48656184,"mast","low predator",0.968940862,3,"n",0
"252",24831,"BT_2022","2",4,-0.0110132158590308,0.000121290923557608,1.45968552,"mast","high predator",3.062537945,3,"y",1
"253",24831,"BT_2022","1",4,-0.0110132158590308,0.000121290923557608,-0.48656184,"mast","high predator",3.062537945,3,"y",1
"254",25101,"BT_2022","2",3,-1.01101321585903,1.02214772264162,-0.48656184,"mast","low predator",NA,NA,"y",1
"255",25047,"BT_2022","1",7,-1.01101321585903,1.02214772264162,-0.48656184,"mast","high predator",2.808768601,5,"n",0
"256",25047,"BT_2022","1",5,-1.01101321585903,1.02214772264162,-0.48656184,"mast","high predator",1.286152541,5,"n",0
"257",25047,"BT_2022","2",7,-1.01101321585903,1.02214772264162,3.016683409,"mast","high predator",2.808768601,5,"y",1
"258",25102,"BT_2022","1",6,-0.0110132158590308,0.000121290923557608,-0.48656184,"mast","high predator",2.618441594,0,"n",0
"259",25102,"BT_2022","1",5,-0.0110132158590308,0.000121290923557608,-0.48656184,"mast","high predator",1.159267869,0,"n",0
"260",25033,"BT_2022","1",5,-0.0110132158590308,0.000121290923557608,-0.48656184,"mast","high predator",NA,NA,"n",0
"261",25400,"BT_2022","1",7,-1.01101321585903,1.02214772264162,-0.48656184,"mast","high predator",1.159267869,NA,"n",0
"262",25400,"BT_2022","1",4,-1.01101321585903,1.02214772264162,-0.48656184,"mast","high predator",NA,NA,"y",1
"263",25400,"BT_2022","2",4,-1.01101321585903,1.02214772264162,0.681186576,"mast","high predator",NA,NA,"y",1
"264",13228,"JO_2016","1",3,1.98898678414097,3.95606842748743,-0.694126195,"nonmast","low predator",-1.378425565,0,"n",0
"265",13228,"JO_2016","2",3,0.988986784140969,0.978094859205496,-0.694126195,"nonmast","low predator",-1.378425565,0,"n",0
"266",12700,"JO_2016","1",NA,2.98898678414097,8.93404199576937,-0.694126195,"nonmast","low predator",-0.712281038,0,"n",0
"267",19587,"JO_2016","1",1,0.988986784140969,0.978094859205496,-0.694126195,"nonmast","low predator",-0.997771549,0,"n",0
"268",19587,"JO_2016","2",1,1.98898678414097,3.95606842748743,1.261698995,"nonmast","low predator",-0.997771549,0,"n",0
"269",21263,"JO_2016","2",2,-0.0110132158590308,0.000121290923557608,0.916553373,"nonmast","low predator",-0.744002206,0,"n",0
"270",21263,"JO_2016","1",2,-0.0110132158590308,0.000121290923557608,-0.694126195,"nonmast","low predator",-0.744002206,0,"n",0
"271",19553,"JO_2016","1",3,-0.0110132158590308,0.000121290923557608,-0.694126195,"nonmast","low predator",-1.219819725,1,"n",0
"272",20281,"JO_2016","2",3,-1.01101321585903,1.02214772264162,1.491796076,"nonmast","low predator",-0.966050382,0,"n",0
"273",11720,"JO_2016","2",4,2.98898678414097,8.93404199576937,1.951990238,"nonmast","low predator",-1.092935053,0,"n",0
"274",21414,"JO_2016","1",3,-1.01101321585903,1.02214772264162,-0.694126195,"nonmast","low predator",-1.188098557,0,"n",0
"275",19729,"JO_2016","1",2,2.98898678414097,8.93404199576937,-0.694126195,"nonmast","low predator",-0.83916571,0,"n",0
"276",21465,"JO_2016","2",3,-0.0110132158590308,0.000121290923557608,1.031601914,"nonmast","low predator",-1.061213885,0,"n",0
"277",21465,"JO_2016","1",3,1.98898678414097,3.95606842748743,-0.694126195,"nonmast","low predator",-1.061213885,0,"n",0
"278",19425,"JO_2016","2",3,-0.0110132158590308,0.000121290923557608,1.951990238,"nonmast","low predator",-0.83916571,1,"n",0
"279",22080,"JO_2016","1",3,-2.01101321585903,4.04417415435968,-0.694126195,"nonmast","low predator",-0.934329214,0,"n",0
"280",21683,"JO_2016","2",3,-1.01101321585903,1.02214772264162,0.22626213,"nonmast","low predator",-0.934329214,1,"n",0
"281",19589,"JO_2016","2",3,-0.0110132158590308,0.000121290923557608,1.031601914,"nonmast","low predator",-0.83916571,0,"n",0
"282",13229,"JO_2016","1",3,0.988986784140969,0.978094859205496,-0.694126195,"nonmast","low predator",-0.490232863,1,"y",1
"283",19666,"JO_2016","2",3,-0.0110132158590308,0.000121290923557608,1.031601914,"nonmast","low predator",-0.997771549,0,"y",1
"284",19553,"JO_2016","2",3,0.988986784140969,0.978094859205496,-0.694126195,"nonmast","low predator",-1.219819725,1,"y",1
"285",11720,"JO_2016","1",4,2.98898678414097,8.93404199576937,-0.694126195,"nonmast","low predator",-1.092935053,0,"y",1
"286",19432,"JO_2016","2",3,-0.0110132158590308,0.000121290923557608,2.067038779,"nonmast","low predator",-0.775723374,0,"y",1
"287",19432,"JO_2016","1",3,-0.0110132158590308,0.000121290923557608,-0.694126195,"nonmast","low predator",-0.775723374,0,"y",1
"288",19425,"JO_2016","1",3,-0.0110132158590308,0.000121290923557608,-0.694126195,"nonmast","low predator",-0.83916571,1,"y",1
"289",11726,"JO_2016","1",1,2.98898678414097,8.93404199576937,-0.694126195,"nonmast","low predator",-1.156377389,0,"y",1
"290",21683,"JO_2016","1",3,-1.01101321585903,1.02214772264162,-0.694126195,"nonmast","low predator",-0.934329214,1,"y",1
"291",19589,"JO_2016","1",3,-0.0110132158590308,0.000121290923557608,-0.694126195,"nonmast","low predator",-0.83916571,0,"y",1
"292",13208,"JO_2016","2",3,0.988986784140969,0.978094859205496,0.22626213,"nonmast","low predator",-1.156377389,0,"y",1
"293",13208,"JO_2016","1",3,0.988986784140969,0.978094859205496,-0.694126195,"nonmast","low predator",-1.156377389,0,"y",1
"294",13228,"JO_2017","2",2,1.98898678414097,3.95606842748743,0.34103471,"nonmast","low predator",-0.490232863,0,"n",0
"295",20440,"JO_2017","2",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",0.207632832,0,"n",0
"296",20241,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,0.838645105,"nonmast","low predator",-0.299905855,0,"n",0
"297",20241,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.838645105,"nonmast","low predator",-0.299905855,0,"n",0
"298",20841,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",-0.046136512,0,"n",0
"299",20841,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,-0.032173086,"nonmast","low predator",-0.046136512,0,"n",0
"300",19553,"JO_2017","2",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.014415344,0,"n",0
"301",19432,"JO_2017","2",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.046136512,0,"n",0
"302",19432,"JO_2017","1",2,0.988986784140969,0.978094859205496,1.709463297,"nonmast","low predator",-0.046136512,0,"n",0
"303",12318,"JO_2017","2",1,3.98898678414097,15.9120155640513,-1.027393876,"nonmast","low predator",0.302796335,0,"n",0
"304",12318,"JO_2017","1",1,3.98898678414097,15.9120155640513,1.211852901,"nonmast","low predator",0.302796335,0,"n",0
"305",19666,"JO_2017","2",2,0.988986784140969,0.978094859205496,0.589839908,"nonmast","low predator",-0.07785768,0,"n",0
"306",20488,"JO_2017","2",2,0.988986784140969,0.978094859205496,1.211852901,"nonmast","low predator",-0.299905855,1,"n",0
"307",20281,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",0.08074816,0,"n",0
"308",20281,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,1.211852901,"nonmast","low predator",0.08074816,0,"n",0
"309",21895,"JO_2017","2",3,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.141300016,0,"n",0
"310",12357,"JO_2017","2",2,3.98898678414097,15.9120155640513,-1.027393876,"nonmast","low predator",0.049026992,0,"n",0
"311",12357,"JO_2017","1",2,3.98898678414097,15.9120155640513,1.087450303,"nonmast","low predator",0.049026992,0,"n",0
"312",20601,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",0.017305824,0,"n",0
"313",13293,"JO_2017","1",2,1.98898678414097,3.95606842748743,0.34103471,"nonmast","low predator",0.334517503,1,"n",0
"314",19729,"JO_2017","1",3,2.98898678414097,8.93404199576937,0.963047704,"nonmast","low predator",-0.236463519,0,"n",0
"315",19729,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,0.963047704,"nonmast","low predator",-0.236463519,0,"n",0
"316",12037,"JO_2017","1",3,3.98898678414097,15.9120155640513,0.963047704,"nonmast","low predator",0.334517503,0,"n",0
"317",13427,"JO_2017","1",1,3.98898678414097,15.9120155640513,1.585060698,"nonmast","low predator",0.334517503,0,"n",0
"318",20529,"JO_2017","2",1,0.988986784140969,0.978094859205496,0.216632112,"nonmast","low predator",-0.395069359,0,"n",0
"319",20529,"JO_2017","1",1,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.395069359,0,"n",0
"320",22165,"JO_2017","2",3,-1.01101321585903,1.02214772264162,-1.027393876,"nonmast","low predator",-0.014415344,0,"n",0
"321",21998,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,1.336255501,"nonmast","low predator",-0.268184687,0,"n",0
"322",20287,"JO_2017","2",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",0.302796335,0,"n",0
"323",13228,"JO_2017","1",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.490232863,0,"y",1
"324",20440,"JO_2017","1",2,-0.0110132158590308,0.000121290923557608,0.34103471,"nonmast","low predator",0.207632832,0,"y",1
"325",19553,"JO_2017","1",2,-0.0110132158590308,0.000121290923557608,0.714242506,"nonmast","low predator",-0.014415344,0,"y",1
"326",19509,"JO_2017","1",2,0.988986784140969,0.978094859205496,-1.027393876,"nonmast","low predator",-0.521954031,0,"y",1
"327",19587,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.838645105,"nonmast","low predator",-0.268184687,0,"y",1
"328",20488,"JO_2017","1",2,-0.0110132158590308,0.000121290923557608,1.211852901,"nonmast","low predator",-0.299905855,1,"y",1
"329",20265,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",-0.173021183,0,"y",1
"330",20265,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,1.336255501,"nonmast","low predator",-0.173021183,0,"y",1
"331",20148,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",-0.046136512,0,"y",1
"332",20148,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.589839908,"nonmast","low predator",-0.046136512,0,"y",1
"333",21895,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.465437309,"nonmast","low predator",-0.141300016,0,"y",1
"334",20770,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",0.049026992,0,"y",1
"335",20770,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.714242506,"nonmast","low predator",0.049026992,0,"y",1
"336",20601,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,1.460658099,"nonmast","low predator",0.017305824,0,"y",1
"337",20389,"JO_2017","2",3,-0.0110132158590308,0.000121290923557608,1.211852901,"nonmast","low predator",-0.617117534,1,"y",1
"338",20389,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",-0.617117534,1,"y",1
"339",21465,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",-0.68055987,1,"y",1
"340",21465,"JO_2017","2",3,-1.01101321585903,1.02214772264162,0.589839908,"nonmast","low predator",-0.68055987,1,"y",1
"341",13427,"JO_2017","2",1,4.98898678414097,24.8899891323333,-1.027393876,"nonmast","low predator",0.334517503,0,"y",1
"342",11726,"JO_2017","1",2,2.98898678414097,8.93404199576937,-1.027393876,"nonmast","low predator",0.905498526,1,"y",1
"343",11726,"JO_2017","2",2,1.98898678414097,3.95606842748743,-1.027393876,"nonmast","low predator",0.905498526,1,"y",1
"344",22165,"JO_2017","1",3,-0.0110132158590308,0.000121290923557608,0.714242506,"nonmast","low predator",-0.014415344,0,"y",1
"345",20287,"JO_2017","1",2,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",0.302796335,0,"y",1
"346",21998,"JO_2017","2",3,0.988986784140969,0.978094859205496,1.336255501,"nonmast","low predator",-0.268184687,0,"y",1
"347",20417,"JO_2017","2",2,-0.0110132158590308,0.000121290923557608,-1.027393876,"nonmast","low predator",0.049026992,0,"y",1
"348",20417,"JO_2017","1",2,-0.0110132158590308,0.000121290923557608,-0.032173086,"nonmast","low predator",0.049026992,0,"y",1
"349",11678,"JO_2017","1",2,3.98898678414097,15.9120155640513,-1.027393876,"nonmast","low predator",0.905498526,0,"y",1
"350",13208,"JO_2017","2",3,1.98898678414097,3.95606842748743,-0.156575684,"nonmast","low predator",-0.617117534,0,"y",1
"351",13208,"JO_2017","1",3,1.98898678414097,3.95606842748743,-1.027393876,"nonmast","low predator",-0.617117534,0,"y",1
"352",13229,"JO_2018","2",3,NA,NA,0.279455338,"nonmast","low predator",-0.617117534,NA,"n",0
"353",20439,"JO_2018","1",3,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",-0.521954031,0,"n",0
"354",23196,"JO_2018","2",2,-1.01101321585903,1.02214772264162,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"355",23072,"JO_2018","1",3,-1.01101321585903,1.02214772264162,0.441245271,"nonmast","low predator",0.049026992,0,"n",0
"356",20827,"JO_2018","2",3,0.988986784140969,0.978094859205496,-0.20591446,"nonmast","low predator",NA,NA,"n",0
"357",19587,"JO_2018","2",1,1.98898678414097,3.95606842748743,-0.85307419,"nonmast","low predator",0.366238671,0,"n",0
"358",21492,"JO_2018","2",1,0.988986784140969,0.978094859205496,0.764825136,"nonmast","low predator",NA,NA,"n",0
"359",20148,"JO_2018","2",2,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"360",20820,"JO_2018","2",3,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"361",20751,"JO_2018","2",2,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"362",20770,"JO_2018","1",3,0.988986784140969,0.978094859205496,0.926615069,"nonmast","low predator",-0.490232863,0,"n",0
"363",20760,"JO_2018","2",3,1.98898678414097,3.95606842748743,-0.85307419,"nonmast","low predator",-0.141300016,0,"n",0
"364",19411,"JO_2018","2",3,1.98898678414097,3.95606842748743,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"365",20529,"JO_2018","2",3,1.98898678414097,3.95606842748743,0.926615069,"nonmast","low predator",-0.553675199,0,"n",0
"366",20529,"JO_2018","1",3,1.98898678414097,3.95606842748743,-0.85307419,"nonmast","low predator",-0.553675199,0,"n",0
"367",22543,"JO_2018","1",3,-1.01101321585903,1.02214772264162,-0.85307419,"nonmast","low predator",-0.553675199,0,"n",0
"368",21998,"JO_2018","1",3,-0.0110132158590308,0.000121290923557608,1.573774799,"nonmast","low predator",-0.299905855,0,"n",0
"369",20287,"JO_2018","2",1,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",NA,NA,"n",0
"370",13208,"JO_2018","1",3,2.98898678414097,8.93404199576937,-0.85307419,"nonmast","low predator",-0.617117534,0,"n",0
"371",20388,"JO_2018","2",4,0.988986784140969,0.978094859205496,0.603035204,"nonmast","low predator",-0.395069359,1,"n",0
"372",20388,"JO_2018","1",4,0.988986784140969,0.978094859205496,0.603035204,"nonmast","low predator",-0.395069359,1,"n",0
"373",20440,"JO_2018","2",3,-0.0110132158590308,0.000121290923557608,0.603035204,"nonmast","low predator",-0.426790527,0,"y",1
"374",20440,"JO_2018","1",3,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",-0.426790527,0,"y",1
"375",20439,"JO_2018","2",3,0.988986784140969,0.978094859205496,0.603035204,"nonmast","low predator",-0.521954031,0,"y",1
"376",20046,"JO_2018","2",3,0.988986784140969,0.978094859205496,1.411984866,"nonmast","low predator",-0.585396366,0,"y",1
"377",23072,"JO_2018","2",3,-1.01101321585903,1.02214772264162,-0.85307419,"nonmast","low predator",0.049026992,0,"y",1
"378",23370,"JO_2018","1",2,-2.01101321585903,4.04417415435968,-0.20591446,"nonmast","low predator",0.493123343,0,"y",1
"379",19587,"JO_2018","1",1,-0.0110132158590308,0.000121290923557608,-0.85307419,"nonmast","low predator",0.366238671,0,"y",1
"380",20488,"JO_2018","2",3,-0.0110132158590308,0.000121290923557608,1.897354664,"nonmast","low predator",-0.426790527,0,"y",1
"381",20488,"JO_2018","1",3,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",-0.426790527,0,"y",1
"382",21895,"JO_2018","2",3,-0.0110132158590308,0.000121290923557608,1.088405001,"nonmast","low predator",NA,NA,"y",1
"383",20820,"JO_2018","1",3,0.988986784140969,0.978094859205496,2.22093453,"nonmast","low predator",NA,NA,"y",1
"384",20770,"JO_2018","2",3,0.988986784140969,0.978094859205496,0.926615069,"nonmast","low predator",-0.490232863,0,"y",1
"385",19411,"JO_2018","1",3,1.98898678414097,3.95606842748743,-0.85307419,"nonmast","low predator",NA,NA,"y",1
"386",20760,"JO_2018","1",3,0.988986784140969,0.978094859205496,1.573774799,"nonmast","low predator",-0.141300016,0,"y",1
"387",20359,"JO_2018","1",3,NA,NA,-0.85307419,"nonmast","low predator",0.715171518,NA,"y",1
"388",20389,"JO_2018","2",3,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",0.715171518,0,"y",1
"389",13427,"JO_2018","2",1,3.98898678414097,15.9120155640513,-0.85307419,"nonmast","low predator",NA,NA,"y",1
"390",21029,"JO_2018","2",4,0.988986784140969,0.978094859205496,1.250194934,"nonmast","low predator",-0.553675199,0,"y",1
"391",21029,"JO_2018","1",4,0.988986784140969,0.978094859205496,-0.85307419,"nonmast","low predator",-0.553675199,0,"y",1
"392",22543,"JO_2018","2",3,-1.01101321585903,1.02214772264162,0.764825136,"nonmast","low predator",-0.553675199,0,"y",1
"393",20287,"JO_2018","1",1,-0.0110132158590308,0.000121290923557608,-0.85307419,"nonmast","low predator",NA,NA,"y",1
"394",21998,"JO_2018","2",3,0.988986784140969,0.978094859205496,1.573774799,"nonmast","low predator",-0.299905855,0,"y",1
"395",22165,"JO_2018","1",3,-1.01101321585903,1.02214772264162,-0.85307419,"nonmast","low predator",-0.585396366,0,"y",1
"396",19729,"JO_2019",NA,4,0.988986784140969,0.978094859205496,-0.467819644,"mast","low predator",NA,NA,"n",0
"397",20046,"JO_2019","1",5,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",3.538355464,7,"n",0
"398",20046,"JO_2019","1",5,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",1.254431373,7,"n",0
"399",23201,"JO_2019","1",1,-1.01101321585903,1.02214772264162,-0.467819644,"mast","low predator",1.190989037,NA,"n",0
"400",20488,"JO_2019","1",4,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",0.746892686,0,"n",0
"401",22541,"JO_2019","1",4,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",0.651729183,0,"n",0
"402",20601,"JO_2019","1",5,1.98898678414097,3.95606842748743,2.058406431,"mast","low predator",NA,NA,"n",0
"403",20601,"JO_2019","1",4,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",0.588286847,NA,"n",0
"404",23922,"JO_2019","2",4,-2.01101321585903,4.04417415435968,-0.467819644,"mast","low predator",NA,NA,"n",0
"405",23787,"JO_2019","1",5,-1.01101321585903,1.02214772264162,-0.467819644,"mast","low predator",1.00066203,NA,"n",0
"406",22543,"JO_2019","2",4,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",0.873777358,0,"n",0
"407",22543,"JO_2019","1",4,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",0.873777358,0,"n",0
"408",22290,"JO_2019","1",3,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",NA,NA,"n",0
"409",20417,"JO_2019","1",6,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",1.095825534,0,"n",0
"410",21465,"JO_2019","1",4,1.98898678414097,3.95606842748743,2.058406431,"mast","low predator",2.872210937,0,"n",0
"411",21465,"JO_2019","1",3,-1.01101321585903,1.02214772264162,-0.467819644,"mast","low predator",0.620008015,0,"n",0
"412",23888,"JO_2019","1",3,-2.01101321585903,4.04417415435968,-0.467819644,"mast","low predator",NA,NA,"y",1
"413",23201,"JO_2019","1",4,-1.01101321585903,1.02214772264162,2.058406431,"mast","low predator",NA,NA,"y",1
"414",23787,"JO_2019","1",4,-1.01101321585903,1.02214772264162,-0.467819644,"mast","low predator",NA,NA,"y",1
"415",20760,"JO_2019","1",4,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",0.715171518,4,"y",1
"416",20760,"JO_2019","1",4,0.988986784140969,0.978094859205496,2.058406431,"mast","low predator",2.618441594,4,"y",1
"417",19729,"JO_2019","1",4,2.98898678414097,8.93404199576937,-0.467819644,"mast","low predator",NA,NA,"y",1
"418",21029,"JO_2019","1",4,1.98898678414097,3.95606842748743,2.058406431,"mast","low predator",2.999095609,NA,"y",1
"419",21029,"JO_2019","2",5,1.98898678414097,3.95606842748743,-0.467819644,"mast","low predator",NA,NA,"y",1
"420",22290,"JO_2019","1",4,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",3.44319196,NA,"y",1
"421",22290,"JO_2019","1",2,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",2.142624075,NA,"y",1
"422",22602,"JO_2019","1",6,-0.0110132158590308,0.000121290923557608,-0.467819644,"mast","low predator",NA,NA,"y",1
"423",24915,"JO_2020","1",2,-2.01101321585903,4.04417415435968,1.866463428,"nonmast","low predator",-0.109578848,0,"n",0
