"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"304",304,147,147,147,12318,"JO_2017",2017,"J18",10,18,1,1,1,"5/31/17",151,"nonmast",NA,420,NA,"n","MCS/MJD","wb",0.294117647,19,4,7,"low predator",5,0.735397158,1.883490451,0.141421356,49,NA,-2.090553989,0,0,2,7697,141,"JO",18,10,3.390282811,0.302796335,1.211852901,0
"305",305,148,148,148,19666,"JO_2017",2017,"J20",10,20,1,2,2,"5/23/17",143,"nonmast",NA,420,NA,"n","BMT/MMS","grass",0.294117647,19,0,4,"low predator",5,0.735397158,1.13009427,0.2,16,NA,-0.61186946,0,50,2,7740,129,"JO",20,10,2.448537586,-0.07785768,0.589839908,0
"306",306,152,152,152,20488,"JO_2017",2017,"J11.",10,11.1,1,2,2,"5/27/17",147,"nonmast",NA,420,NA,"n","JBF/JGR","grass",0.294117647,26,1,4,"low predator",5,0.735397158,1.695141406,0.4,16,NA,-0.61186946,0,60,5,7788,122,"JO",11.1,10,3.390282811,-0.299905855,1.211852901,1
"307",307,181,181,181,20281,"JO_2017",2017,"F.18.",6.5,18.5,1,2,3,"6/8/17",159,"nonmast",NA,420,NA,"n","MJT/JGR/MJD","grass",0.294117647,19,0,3,"low predator",6,0.735397158,0,5.1,9,NA,0.866815069,0,0,3,7774,134,"JO",18.5,6.5,0,0.08074816,-1.027393876,0
"308",308,182,182,182,20281,"JO_2017",2017,"F.18.",6.5,18.5,1,1,3,"5/14/17",134,"nonmast",NA,420,NA,"n","MMS/MCS","grass",0.294117647,19,0,3,"low predator",5,0.735397158,1.506792361,5.1,9,NA,0.866815069,0,0,3,7774,134,"JO",18.5,6.5,3.390282811,0.08074816,1.211852901,0
"309",309,190,190,190,21895,"JO_2017",2017,"L2",12,2,1,2,3,"6/3/17",154,"nonmast",NA,420,NA,"n","HLS/MJD","wb",0.294117647,26,NA,4,"low predator",6,0.735397158,0,0,16,NA,0.866815069,0,66.66666667,3,7840,127,"JO",2,12,0,-0.141300016,-1.027393876,0
"310",310,198,198,198,12357,"JO_2017",2017,"G.14",7.5,14,1,2,2,"6/6/17",157,"nonmast",NA,420,NA,"n","JGR/MJD/MJT","wb",0.294117647,19,3,7,"low predator",6,0.735397158,0,5.1,49,NA,-0.61186946,0,0,2,7698,133,"JO",14,7.5,0,0.049026992,-1.027393876,0
"311",311,199,199,199,12357,"JO_2017",2017,"G.14",7.5,14,1,1,2,"5/25/17",145,"nonmast",NA,420,NA,"n","MMS/MCS","grass",0.294117647,19,3,7,"low predator",5,0.735397158,2.448537586,5.1,49,NA,-0.61186946,0,0,2,7698,133,"JO",14,7.5,3.201933766,0.049026992,1.087450303,0
"312",312,230,230,230,20601,"JO_2017",2017,"I.16.",9.5,16.5,1,2,3,"6/7/17",158,"nonmast",NA,420,NA,"n","SWK","grass",0.294117647,19,NA,3,"low predator",6,0.735397158,0,5.20096145,9,NA,0.866815069,0,20,5,7919,132,"JO",16.5,9.5,0,0.017305824,-1.027393876,0
"313",313,240,240,240,13293,"JO_2017",2017,"O19",15,19,1,1,2,"5/24/17",144,"nonmast",NA,420,NA,"n","JBF/MCS","wb",0.294117647,19,2,5,"low predator",5,0.735397158,1.318443316,0,25,NA,-0.61186946,0,0,1,7715,142,"JO",19,15,2.071839496,0.334517503,0.34103471,1
"314",314,256,256,256,19729,"JO_2017",2017,"P7.",16,7.5,1,1,3,"5/4/17",124,"nonmast",NA,420,NA,"n","ARM/HLS/nKP","wb",0.294117647,22,NA,6,"low predator",5,0.735397158,1.695141406,0.2,36,NA,0.866815069,0,20,5,7716,124,"JO",7.5,16,3.013584721,-0.236463519,0.963047704,0
"315",315,261,261,261,19729,"JO_2017",2017,"P7.",16,7.5,1,2,3,"5/31/17",151,"nonmast",NA,420,NA,"n","HLS/MJD","wb",0.294117647,32,NA,3,"low predator",5,0.735397158,1.695141406,0.2,9,NA,0.866815069,0,20,5,7716,124,"JO",7.5,16,3.013584721,-0.236463519,0.963047704,0
"316",316,266,266,266,12037,"JO_2017",2017,"K.8.",11.5,8.5,1,1,3,"5/24/17",144,"nonmast",NA,420,NA,"n","HLS/MJD","grass",0.294117647,19,3,7,"low predator",5,0.735397158,2.071839496,5.100980298,49,NA,0.866815069,0,0,1,7694,142,"JO",8.5,11.5,3.013584721,0.334517503,0.963047704,0
"317",317,278,278,278,13427,"JO_2017",2017,"L.12.",12.5,12.5,1,1,1,"5/23/17",143,"nonmast",NA,420,NA,"n","LEP/ZCF","grass",0.294117647,19,NA,7,"low predator",5,0.735397158,1.318443316,5.10881591,49,NA,-2.090553989,0,66.66666667,3,7718,142,"JO",12.5,12.5,3.955329947,0.334517503,1.585060698,0
"318",318,287,287,287,20529,"JO_2017",2017,"R16.",18,16.5,1,2,1,"5/31/17",151,"nonmast",NA,420,NA,"n","DUMMY","wb",0.294117647,19,0,4,"low predator",5,0.735397158,1.318443316,0,16,NA,-2.090553989,0,0,4,7789,119,"JO",16.5,18,1.883490451,-0.395069359,0.216632112,0
"319",319,288,288,288,20529,"JO_2017",2017,"R16.",18,16.5,1,1,1,"4/30/17",120,"nonmast",NA,420,NA,"n","HLS/MMS","grass",0.294117647,19,0,4,"low predator",4,0.735397158,0,0,16,NA,-2.090553989,0,0,4,7789,119,"JO",16.5,18,0,-0.395069359,-1.027393876,0
"320",320,311,311,311,22165,"JO_2017",2017,"S10./T11",19,10.5,1,2,3,"6/5/17",156,"nonmast",NA,420,NA,"n","HLS/MJD","wb",0.294117647,19,0,2,"low predator",6,0.735397158,0,0.1,4,NA,0.866815069,0,66.66666667,3,7865,131,"JO",10.5,19,0,-0.014415344,-1.027393876,0
"321",321,313,313,313,21998,"JO_2017",2017,"n.7",14.5,7,1,1,3,"5/4/17",124,"nonmast",NA,420,NA,"n","HLS/MJD","cavity",0.294117647,19,0,3,"low predator",5,0.735397158,1.318443316,5.1,9,NA,0.866815069,0,50,4,7847,123,"JO",7,14.5,3.578631857,-0.268184687,1.336255501,0
"322",322,315,315,315,20287,"JO_2017",2017,"n.14",14.5,14,1,2,2,"6/14/17",165,"nonmast",NA,420,NA,"n","MCS/MJD","wb",0.294117647,26,NA,4,"low predator",6,0.735397158,0,5.300943312,16,NA,-0.61186946,0,50,4,7775,141,"JO",14,14.5,0,0.302796335,-1.027393876,0
"323",323,524,524,524,13228,"JO_2017",2017,"A4",1,4,1,1,2,"4/27/17",117,"nonmast",106,106,122,"y","HLS","grass",0.294117647,32,2,4,"low predator",4,-1.566865824,0,0,16,NA,-0.61186946,1,25,4,7711,116,"JO",4,1,0,-0.490232863,-1.027393876,0
"324",324,543,543,543,20440,"JO_2017",2017,"C1.",3,1.5,1,1,2,"5/22/17",142,"nonmast",118,118,237,"y","MMS/MJF","wb",0.294117647,19,0,3,"low predator",5,-1.478881251,1.318443316,0.223606798,9,NA,-0.61186946,1,75,4,7785,138,"JO",1.5,3,2.071839496,0.207632832,0.34103471,0
"325",325,586,586,586,19553,"JO_2017",2017,"H20",8,20,1,1,2,"5/15/17",135,"nonmast",177,177,203,"y","ZCF/nMI/LEP","wb",0.294117647,32,2,3,"low predator",5,-1.046290436,1.318443316,0.223606798,9,NA,-0.61186946,1,50,4,7735,131,"JO",20,8,2.636886631,-0.014415344,0.714242506,0
"326",326,600,600,600,19509,"JO_2017",2017,"I5",9,5,1,1,2,"4/30/17",120,"nonmast",90,90,110,"y","HLS/MJD","grass",0.294117647,19,0,4,"low predator",4,-1.684178587,0,0.223606798,16,NA,-0.61186946,1,100,1,7734,115,"JO",5,9,0,-0.521954031,-1.027393876,0
"327",327,606,606,606,19587,"JO_2017",2017,"I10",9,10,1,1,3,"5/3/17",123,"nonmast",148,148,171,"y","ARM/AJM/nKP","wb",0.294117647,32,0,3,"low predator",5,-1.25891982,1.13009427,0.2,9,NA,0.866815069,1,40,5,7737,123,"JO",10,9,2.825235676,-0.268184687,0.838645105,0
"328",328,623,623,623,20488,"JO_2017",2017,"J11.",10,11.1,1,1,2,"5/3/17",123,"nonmast",114,114,122,"y","SWK/LEP","bucket",0.294117647,19,1,3,"low predator",5,-1.508209442,1.695141406,0.4,9,NA,-0.61186946,1,60,5,7788,122,"JO",11.1,10,3.390282811,-0.299905855,1.211852901,1
"329",329,637,637,637,20265,"JO_2017",2017,"K10.",11,10.5,1,2,3,"6/3/17",154,"nonmast",129,129,138,"y","MMS/JGR/JBF/MCS","grass",0.294117647,19,0,3,"low predator",6,-1.398228726,0,0.1,9,NA,0.866815069,1,100,2,8106,126,"JO",10.5,11,0,-0.173021183,-1.027393876,0
"330",330,638,638,638,20265,"JO_2017",2017,"K10.",11,10.5,1,1,3,"5/6/17",126,"nonmast",145,145,NA,"y","SWK/LEP/JBF","grass",0.294117647,19,0,3,"low predator",5,-1.280915963,1.883490451,0.1,9,NA,0.866815069,1,100,2,8106,126,"JO",10.5,11,3.578631857,-0.173021183,1.336255501,0
"331",331,656,656,656,20148,"JO_2017",2017,"L20",12,20,1,2,3,"6/5/17",156,"nonmast",128,128,NA,"y","MJD/MMS/SWK","grass",0.294117647,19,NA,3,"low predator",6,-1.405560774,0,0,9,NA,0.866815069,1,66.66666667,3,8134,130,"JO",20,12,0,-0.046136512,-1.027393876,0
"332",332,657,657,657,20148,"JO_2017",2017,"L20",12,20,1,1,3,"5/14/17",134,"nonmast",57,57,NA,"y","HLS/ZCF","wb",0.294117647,19,NA,3,"low predator",5,-1.926136162,1.318443316,0,9,NA,0.866815069,1,66.66666667,3,8134,130,"JO",20,12,2.448537586,-0.046136512,0.589839908,0
"333",333,661,661,661,21895,"JO_2017",2017,"L2",12,2,1,1,3,"5/7/17",127,"nonmast",388,388,NA,"y","SWK","grass",0.294117647,19,NA,3,"low predator",5,0.500771631,1.13009427,0,9,NA,0.866815069,1,66.66666667,3,7840,127,"JO",2,12,2.260188541,-0.141300016,0.465437309,0
"334",334,674,674,674,20770,"JO_2017",2017,"M3.",13,3.5,1,2,3,"6/7/17",158,"nonmast",247,247,315,"y","SWK/MMS/ARM/nKP","grass",0.294117647,19,0,3,"low predator",6,-0.533047096,0,0,9,NA,0.866815069,1,75,4,7801,133,"JO",3.5,13,0,0.049026992,-1.027393876,0
"335",335,675,675,675,20770,"JO_2017",2017,"M3.",13,3.5,1,1,3,"5/14/17",134,"nonmast",221,221,NA,"y","HLS/MCS","moss",0.294117647,19,0,3,"low predator",5,-0.723680337,1.318443316,0,9,NA,0.866815069,1,75,4,7801,133,"JO",3.5,13,2.636886631,0.049026992,0.714242506,0
"336",336,694,694,694,20601,"JO_2017",2017,"I.16.",9.5,16.5,1,1,3,"5/20/17",140,"nonmast",349,349,432,"y","MCS/MJD","grass",0.294117647,19,NA,3,"low predator",5,0.21482177,2.260188541,5.20096145,9,NA,0.866815069,1,20,5,7919,132,"JO",16.5,9.5,3.766980902,0.017305824,1.460658099,0
"337",337,751,751,751,20389,"JO_2017",2017,"Q10",17,10,1,2,3,"5/17/17",137,"nonmast",262,262,346,"y","SWK/LEP/ZCF","bucket",0.294117647,19,1,3,"low predator",5,-0.423066381,2.071839496,0.2,9,NA,0.866815069,1,100,3,7780,112,"JO",10,17,3.390282811,-0.617117534,1.211852901,1
"338",338,752,752,752,20389,"JO_2017",2017,"Q10",17,10,1,1,3,"4/23/17",113,"nonmast",140,140,NA,"y","JGR","wb",0.294117647,19,1,3,"low predator",4,-1.317576202,0,0.2,9,NA,0.866815069,1,100,3,7780,112,"JO",10,17,0,-0.617117534,-1.027393876,1
"339",339,753,753,753,21465,"JO_2017",2017,"Q4",17,4,1,1,3,"4/20/17",110,"nonmast",335,335,362,"y","LEP/AJM","grass",0.294117647,19,1,3,"low predator",4,0.112173102,0,1.9,9,NA,0.866815069,1,33.33333333,6,7834,110,"JO",4,17,0,-0.68055987,-1.027393876,1
"340",340,757,757,757,21465,"JO_2017",2017,"Q4",17,4,1,2,3,"5/15/17",135,"nonmast",242,242,260,"y","ARM/JGP/nKP","grass",0.294117647,32,1,2,"low predator",5,-0.569707335,1.13009427,1.9,4,NA,0.866815069,1,33.33333333,6,7834,110,"JO",4,17,2.448537586,-0.68055987,0.589839908,1
"341",341,762,762,762,13427,"JO_2017",2017,"L.12.",12.5,12.5,1,2,1,"6/20/17",171,"nonmast",284,284,312,"y","ZCF/LEP","grass",0.294117647,26,NA,8,"low predator",6,-0.261761331,0,5.10881591,64,NA,-2.090553989,1,66.66666667,3,7718,142,"JO",12.5,12.5,0,0.334517503,-1.027393876,0
"342",342,779,779,779,11726,"JO_2017",2017,"M.4",13.5,4,1,1,2,"6/10/17",161,"nonmast",59,59,79,"y","SWK","wb",0.294117647,19,3,6,"low predator",6,-1.911472066,0,5,36,NA,-0.61186946,1,100,3,8150,160,"JO",4,13.5,0,0.905498526,-1.027393876,1
"343",343,782,782,782,11726,"JO_2017",2017,"M.4",13.5,4,1,2,2,"7/4/17",185,"nonmast",55,55,82,"y","SWK","wb",0.294117647,32,3,5,"low predator",7,-1.940800257,0,5,25,NA,-0.61186946,1,100,3,8150,160,"JO",4,13.5,0,0.905498526,-1.027393876,1
"344",344,788,788,788,22165,"JO_2017",2017,"S10./T11",19,10.5,1,1,3,"5/18/17",138,"nonmast",368,368,378,"y","MMS/MJT","wb",0.294117647,26,0,3,"low predator",5,0.354130677,1.695141406,0.1,9,NA,0.866815069,1,66.66666667,3,7865,131,"JO",10.5,19,2.636886631,-0.014415344,0.714242506,0
"345",345,793,793,793,20287,"JO_2017",2017,"n.14",14.5,14,1,1,2,"6/4/17",155,"nonmast",384,384,406,"y","SWK","grass",0.294117647,19,NA,3,"low predator",6,0.47144344,0,5.300943312,9,NA,-0.61186946,1,50,4,7775,141,"JO",14,14.5,0,0.302796335,-1.027393876,0
"346",346,797,797,797,21998,"JO_2017",2017,"n.7",14.5,7,1,2,3,"5/30/17",150,"nonmast",205,205,208,"y","ARM/MMS","grass",0.294117647,26,0,4,"low predator",5,-0.8409931,1.318443316,5.1,16,NA,0.866815069,1,50,4,7847,123,"JO",7,14.5,3.578631857,-0.268184687,1.336255501,0
"347",347,812,812,812,20417,"JO_2017",2017,"O.1.",15.5,1.5,1,2,2,"6/12/17",163,"nonmast",NA,NA,NA,"y","JBF/MJD","grass",0.294117647,19,0,3,"low predator",6,NA,0,5.100980298,9,NA,-0.61186946,1,66.66666667,3,8135,133,"JO",1.5,15.5,0,0.049026992,-1.027393876,0
"348",348,813,813,813,20417,"JO_2017",2017,"O.1.",15.5,1.5,1,1,2,"5/14/17",134,"nonmast",115,115,127,"y","MMS/MJT","grass",0.294117647,19,0,3,"low predator",5,-1.500877394,0.565047135,5.100980298,9,NA,-0.61186946,1,66.66666667,3,8135,133,"JO",1.5,15.5,1.506792361,0.049026992,-0.032173086,0
"349",349,825,825,825,11678,"JO_2017",2017,"P.11.",16.5,11.5,1,1,2,"6/10/17",161,"nonmast",65,65,110,"y","MMS/ZCF","wb",0.294117647,19,10,7,"low predator",6,-1.86747978,0,5.008991915,49,NA,-0.61186946,1,100,1,7685,160,"JO",11.5,16.5,0,0.905498526,-1.027393876,0
"350",350,827,827,827,13208,"JO_2017",2017,"Q.1.",17.5,1.5,1,2,3,"5/16/17",136,"nonmast",66,66,87,"y","HLS/EEM","bucket",0.294117647,19,2,5,"low predator",5,-1.860147732,0.37669809,4.801041554,25,NA,0.866815069,1,80,5,8033,112,"JO",1.5,17.5,1.318443316,-0.617117534,-0.156575684,0
"351",351,828,828,828,13208,"JO_2017",2017,"Q.1.",17.5,1.5,1,1,3,"4/24/17",114,"nonmast",170,170,180,"y","JGR/SSJ","grass",0.294117647,19,2,5,"low predator",4,-1.09761477,0,4.801041554,25,NA,0.866815069,1,80,5,8033,112,"JO",1.5,17.5,0,-0.617117534,-1.027393876,0
"352",352,8,8,8,13229,"JO_2018",2018,"A4",1,4,1,2,3,"5/24/18",144,"nonmast",NA,420,NA,"n","MKD","grass",15.68235294,26,3,NA,"low predator",5,0.735397158,0.75339618,1.5,NA,NA,0.333668799,0,50,2,8684,112,"JO",4,1,1.318443316,-0.617117534,0.279455338,NA
"353",353,43,43,43,20439,"JO_2018",2018,"D0.",4,0.5,1,1,3,"4/28/18",118,"nonmast",NA,420,NA,"n","ERI","grass",15.68235294,26,0,4,"low predator",4,0.735397158,0,0,16,NA,0.333668799,0,50,2,8747,115,"JO",0.5,4,0,-0.521954031,-0.85307419,0
"354",354,56,56,56,23196,"JO_2018",2018,"E14",5,14,1,2,2,"6/11/18",162,"nonmast",NA,420,NA,"n","MKD","wbr",15.68235294,26,NA,2,"low predator",6,0.735397158,0,0.1,4,NA,-0.889783465,0,0,1,8892,NA,"JO",14,5,0,NA,-0.85307419,NA
"355",355,68,68,68,23072,"JO_2018",2018,"F6",6,6,1,1,3,"5/17/18",137,"nonmast",NA,420,NA,"n","BJD","wbr",15.68235294,26,0,2,"low predator",5,0.735397158,0.941745225,1.486606875,4,NA,0.333668799,0,50,2,8891,133,"JO",6,6,1.506792361,0.049026992,0.441245271,0
"356",356,94,94,94,20827,"JO_2018",2018,"B.11.",2.5,11.5,1,2,3,"5/17/18",137,"nonmast",NA,420,NA,"n","MKD","wbr",15.68235294,26,NA,4,"low predator",5,0.735397158,1.318443316,6.08276253,16,NA,0.333668799,0,0,1,8765,NA,"JO",11.5,2.5,0.75339618,NA,-0.20591446,NA
"357",357,132,132,132,19587,"JO_2018",2018,"I10",9,10,1,2,1,"6/23/18",174,"nonmast",NA,420,NA,"n","AHR","grass",15.68235294,26,0,5,"low predator",6,0.735397158,0,0.2,25,NA,-2.113235729,0,40,5,8700,143,"JO",10,9,0,0.366238671,-0.85307419,0
"358",358,156,156,156,21492,"JO_2018",2018,"E.19",5.5,19,1,2,1,"5/31/18",150,"nonmast",NA,420,NA,"n","AHR","grass",15.68235294,26,NA,4,"low predator",5,0.735397158,1.318443316,4.80416486,16,NA,-2.113235729,0,0,1,8796,NA,"JO",19,5.5,1.883490451,NA,0.764825136,NA
"359",359,188,188,188,20148,"JO_2018",2018,"L20",12,20,1,2,2,"6/24/18",175,"nonmast",NA,420,NA,"n","AHR","wbr",15.68235294,26,NA,4,"low predator",6,0.735397158,0,0,16,NA,-0.889783465,0,66.66666667,3,8725,NA,"JO",20,12,0,NA,-0.85307419,NA
"360",360,189,189,189,20820,"JO_2018",2018,"L13.",12,13.5,1,2,3,"6/5/18",156,"nonmast",NA,420,NA,"n","SWK","grass",15.68235294,26,NA,4,"low predator",6,0.735397158,0,0,16,NA,0.333668799,0,50,2,8764,NA,"JO",13.5,12,0,NA,-0.85307419,NA
"361",361,203,203,203,20751,"JO_2018",2018,"G.10",7.5,10,1,2,2,"6/5/18",156,"nonmast",NA,420,NA,"n","MKD","wbr",15.68235294,26,NA,4,"low predator",6,0.735397158,0,4.9,16,NA,-0.889783465,0,0,1,8759,NA,"JO",10,7.5,0,NA,-0.85307419,NA
"362",362,208,208,208,20770,"JO_2018",2018,"M3.",13,3.5,1,1,3,"5/2/18",122,"nonmast",NA,420,NA,"n","JMG","wbr",15.68235294,26,0,4,"low predator",5,0.735397158,0.565047135,0,16,NA,0.333668799,0,75,4,8761,116,"JO",3.5,13,2.071839496,-0.490232863,0.926615069,0
"363",363,270,270,270,20760,"JO_2018",2018,"K.7.",11.5,7.5,1,2,3,"6/9/18",160,"nonmast",NA,420,NA,"n","CLP/AIS","wbr",15.68235294,22,8,5,"low predator",6,0.735397158,0,5,25,NA,0.333668799,0,75,4,8760,127,"JO",7.5,11.5,0,-0.141300016,-0.85307419,0
"364",364,271,271,271,19411,"JO_2018",2018,"K.6.",11.5,6.5,1,2,3,"7/5/18",186,"nonmast",NA,420,NA,"n","BJD","grass",15.68235294,26,NA,5,"low predator",7,0.735397158,0,4.904079934,25,NA,0.333668799,0,50,2,8696,NA,"JO",6.5,11.5,0,NA,-0.85307419,NA
"365",365,291,291,291,20529,"JO_2018",2018,"R16.",18,16.5,1,2,3,"5/22/18",142,"nonmast",NA,420,NA,"n","JMG","grass",15.68235294,26,0,5,"low predator",5,0.735397158,1.506792361,0,25,NA,0.333668799,0,0,4,8751,114,"JO",16.5,18,2.071839496,-0.553675199,0.926615069,0
"366",366,292,292,292,20529,"JO_2018",2018,"R16.",18,16.5,1,1,3,"4/25/18",115,"nonmast",NA,420,NA,"n","AJH","wbr",15.68235294,26,0,5,"low predator",4,0.735397158,0,0,25,NA,0.333668799,0,0,4,8751,114,"JO",16.5,18,0,-0.553675199,-0.85307419,0
"367",367,293,293,293,22543,"JO_2018",2018,"R5.",18,5.5,1,1,3,"4/26/18",116,"nonmast",NA,420,NA,"n","BJD","bucket",15.68235294,26,0,2,"low predator",4,0.735397158,0,0,4,NA,0.333668799,0,25,4,8857,114,"JO",5.5,18,0,-0.553675199,-0.85307419,0
"368",368,312,312,312,21998,"JO_2018",2018,"n.7",14.5,7,1,1,3,"5/9/18",129,"nonmast",NA,420,NA,"n","AJH","wbr",15.68235294,19,0,3,"low predator",5,0.735397158,1.13009427,5.1,9,NA,0.333668799,0,50,4,8816,122,"JO",7,14.5,2.825235676,-0.299905855,1.573774799,0
"369",369,314,314,314,20287,"JO_2018",2018,"n.14",14.5,14,1,2,1,"6/23/18",174,"nonmast",NA,420,NA,"n","MKD","grass",15.68235294,26,NA,4,"low predator",6,0.735397158,0,5.300943312,16,NA,-2.113235729,0,50,4,8736,NA,"JO",14,14.5,0,NA,-0.85307419,NA
"370",370,338,338,338,13208,"JO_2018",2018,"Q.1.",17.5,1.5,1,1,3,"4/28/18",118,"nonmast",NA,420,NA,"n","JMG","wbr",15.68235294,26,2,6,"low predator",4,0.735397158,0,4.801041554,36,NA,0.333668799,0,80,5,8683,112,"JO",1.5,17.5,0,-0.617117534,-0.85307419,0
"371",371,339,339,339,20388,"JO_2018",2018,"R.8.",18.5,8.5,1,2,4,"5/26/18",146,"nonmast",NA,420,NA,"n","AHR","grass",15.68235294,26,1,4,"low predator",5,0.735397158,0.37669809,5,16,NA,1.557121064,0,0,2,8741,119,"JO",8.5,18.5,1.695141406,-0.395069359,0.603035204,1
"372",372,340,340,340,20388,"JO_2018",2018,"R.8.",18.5,8.5,1,1,4,"5/1/18",121,"nonmast",NA,420,NA,"n","AJH","wbr",15.68235294,26,1,4,"low predator",5,0.735397158,0.37669809,5,16,NA,1.557121064,0,0,2,8741,119,"JO",8.5,18.5,1.695141406,-0.395069359,0.603035204,1
"373",373,542,542,542,20440,"JO_2018",2018,"C1.",3,1.5,1,2,3,"5/20/18",140,"nonmast",NA,NA,NA,"y","JMG","grass",15.68235294,19,0,3,"low predator",5,NA,0.75339618,0.223606798,9,NA,0.333668799,1,75,4,8748,118,"JO",1.5,3,1.695141406,-0.426790527,0.603035204,0
"374",374,546,546,546,20440,"JO_2018",2018,"C1.",3,1.5,1,1,3,"4/29/18",119,"nonmast",320,320,NA,"y","JMG","bucket",15.68235294,26,0,4,"low predator",4,0.002192387,0,0.223606798,16,NA,0.333668799,1,75,4,8748,118,"JO",1.5,3,0,-0.426790527,-0.85307419,0
"375",375,553,553,553,20439,"JO_2018",2018,"D0.",4,0.5,1,2,3,"5/21/18",141,"nonmast",30,30,160,"y","JMG","grass",15.68235294,26,0,4,"low predator",5,-2.12410145,0.941745225,0,16,NA,0.333668799,1,50,2,8747,115,"JO",0.5,4,1.695141406,-0.521954031,0.603035204,0
"376",376,562,562,562,20046,"JO_2018",2018,"F3",6,3,1,2,3,"5/10/18",130,"nonmast",130,130,170,"y","JMG","wbr",15.68235294,26,14,4,"low predator",5,-1.390896679,1.318443316,0.360555128,16,NA,0.333668799,1,33.33333333,3,8719,113,"JO",3,6,2.636886631,-0.585396366,1.411984866,0
"377",377,563,563,563,23072,"JO_2018",2018,"F6",6,6,1,2,3,"6/10/18",161,"nonmast",64,64,NA,"y","MKD","wbr",15.68235294,26,0,2,"low predator",6,-1.874811828,0,1.486606875,4,NA,0.333668799,1,50,2,8891,133,"JO",6,6,0,0.049026992,-0.85307419,0
"378",378,571,571,571,23370,"JO_2018",2018,"A.13",1.5,13,1,1,2,"5/31/18",151,"nonmast",305,305,350,"y","AHR","wbr",15.68235294,26,0,1,"low predator",5,-0.107788329,1.318443316,5,1,NA,-0.889783465,1,100,1,8983,147,"JO",13,1.5,0.75339618,0.493123343,-0.20591446,0
"379",379,605,605,605,19587,"JO_2018",2018,"I10",9,10,1,1,1,"6/2/18",153,"nonmast",185,185,195,"y","AHR","grass",15.68235294,32,0,3,"low predator",6,-0.987634054,0,0.2,9,NA,-2.113235729,1,40,5,8700,143,"JO",10,9,0,0.366238671,-0.85307419,0
"380",380,622,622,622,20488,"JO_2018",2018,"J11.",10,11.5,1,2,3,"5/23/18",143,"nonmast",148,148,210,"y","MKD","cavity",15.68235294,19,1,3,"low predator",5,-1.25891982,1.883490451,0,9,NA,0.333668799,1,60,5,8749,118,"JO",11.5,10,3.201933766,-0.426790527,1.897354664,0
"381",381,628,628,628,20488,"JO_2018",2018,"J11.",10,11.5,1,1,3,"4/30/18",120,"nonmast",133,133,138,"y","AHR","bucket",15.68235294,26,1,4,"low predator",4,-1.368900535,0,0,16,NA,0.333668799,1,60,5,8749,118,"JO",11.5,10,0,-0.426790527,-0.85307419,0
"382",382,660,660,660,21895,"JO_2018",2018,"L20",12,20,1,2,3,"5/21/18",141,"nonmast",294,294,319,"y","MKD","wbr",15.68235294,19,NA,3,"low predator",5,-0.188440854,1.506792361,18,9,NA,0.333668799,1,66.66666667,3,8802,NA,"JO",20,12,2.260188541,NA,1.088405001,NA
"383",383,662,662,662,20820,"JO_2018",2018,"L13.",12,13.5,1,1,3,"5/15/18",135,"nonmast",90,90,120,"y","SWK","wbr",15.68235294,26,NA,4,"low predator",5,-1.684178587,2.448537586,0,16,NA,0.333668799,1,50,2,8764,NA,"JO",13.5,12,3.578631857,NA,2.22093453,NA
"384",384,676,676,676,20770,"JO_2018",2018,"M3.",13,3.5,1,2,3,"5/22/18",142,"nonmast",44,44,96,"y","MKD","grass",15.68235294,26,0,4,"low predator",5,-2.021452782,0.565047135,0,16,NA,0.333668799,1,75,4,8761,116,"JO",3.5,13,2.071839496,-0.490232863,0.926615069,0
"385",385,740,740,740,19411,"JO_2018",2018,"K.6.",11.5,6.5,1,1,3,"6/13/18",164,"nonmast",363,363,438,"y","AHR","wbr",15.68235294,26,NA,5,"low predator",6,0.317470438,0,5,25,NA,0.333668799,1,50,2,8696,NA,"JO",6.5,11.5,0,NA,-0.85307419,NA
"386",386,742,742,742,20760,"JO_2018",2018,"K.7.",11.5,7.5,1,1,3,"5/22/18",142,"nonmast",265,265,283,"y","CLP","wbr",15.68235294,26,8,4,"low predator",5,-0.401070237,1.506792361,5,16,NA,0.333668799,1,75,4,8760,127,"JO",7.5,11.5,2.825235676,-0.141300016,1.573774799,0
"387",387,754,754,754,20359,"JO_2018",2018,"Q10",17,10,1,1,3,"6/6/18",157,"nonmast",157,157,205,"y","MKD","bucket",15.68235294,26,NA,NA,"low predator",6,-1.19293139,0,NA,NA,NA,0.333668799,1,100,1,8742,154,"JO",10,17,0,0.715171518,-0.85307419,NA
"388",388,755,755,755,20389,"JO_2018",2018,"Q10",17,10,1,2,3,"6/29/18",180,"nonmast",39,39,64,"y","SWK","grass",15.68235294,26,1,4,"low predator",6,-2.05811302,0,0.2,16,NA,0.333668799,1,100,3,8742,154,"JO",10,17,0,0.715171518,-0.85307419,0
